[2023-11-27 20:12:46.929] START OF RECORDING:{DT_req;CallID;CgPn;DT_completion;status;DT_operator_resp;Operator_ID;call_duration_secunds}
2023-12-03 23:04:53.16 ; 149 ; 78912466888 ; 2023-12-03 23:05:00.176 ; OK ; 23:04:59.703 ; 4 ; 0;
2023-12-03 23:05:00.929 ; 160 ; 78912466898 ; 2023-12-03 23:05:00.929 ; OVERLOAD ; - ; - ; -;
2023-12-03 23:05:01.396 ; 161 ; 78912466899 ; 2023-12-03 23:05:01.396 ; OVERLOAD ; - ; - ; -;
2023-12-03 23:04:32.441 ; 138 ; 78912466828 ; 2023-12-03 23:05:01.608 ; OK ; 23:04:33.764 ; 0 ; 27;
2023-12-03 23:04:56.887 ; 153 ; 78912466892 ; 2023-12-03 23:05:02.293 ; TIMEOUT ; - ; - ; -;
2023-12-03 23:04:55.467 ; 151 ; 78912466890 ; 2023-12-03 23:05:04.288 ; OK ; 23:05:00.176 ; 4 ; 4;
2023-12-03 23:04:34.931 ; 140 ; 78912466830 ; 2023-12-03 23:05:04.728 ; OK ; 23:04:36.705 ; 3 ; 28;
2023-12-03 23:05:00.401 ; 159 ; 78912466897 ; 2023-12-03 23:05:06.368 ; TIMEOUT ; - ; - ; -;
2023-12-03 23:05:07.628 ; 167 ; 78912466816 ; 2023-12-03 23:05:07.628 ; OVERLOAD ; - ; - ; -;
2023-12-03 23:05:08.180 ; 168 ; 78912466817 ; 2023-12-03 23:05:08.180 ; OVERLOAD ; - ; - ; -;
2023-12-03 23:05:08.744 ; 169 ; 78912466818 ; 2023-12-03 23:05:08.744 ; OVERLOAD ; - ; - ; -;
2023-12-03 23:05:09.328 ; 170 ; 78912466819 ; 2023-12-03 23:05:09.328 ; OVERLOAD ; - ; - ; -;
2023-12-03 23:04:59.260 ; 157 ; 78912466895 ; 2023-12-03 23:05:09.881 ; OK ; 23:05:04.289 ; 4 ; 5;
2023-12-03 23:04:37.916 ; 144 ; 78912466834 ; 2023-12-03 23:05:10.163 ; OK ; 23:04:43.255 ; 1 ; 26;
2023-12-03 23:05:05.185 ; 163 ; 78912466812 ; 2023-12-03 23:05:10.440 ; OK ; 23:05:10.163 ; 1 ; 0;
2023-12-03 23:04:59.830 ; 158 ; 78912466896 ; 2023-12-03 23:05:11.770 ; OK ; 23:05:04.728 ; 3 ; 7;
2023-12-03 23:05:07.24 ; 166 ; 78912466815 ; 2023-12-03 23:05:12.635 ; TIMEOUT ; - ; - ; -;
2023-12-03 23:05:05.684 ; 164 ; 78912466813 ; 2023-12-03 23:05:13.369 ; OK ; 23:05:10.441 ; 1 ; 2;
2023-12-03 23:05:06.404 ; 165 ; 78912466814 ; 2023-12-03 23:05:14.175 ; OK ; 23:05:11.770 ; 3 ; 2;
2023-12-03 23:05:09.950 ; 171 ; 78912466810 ; 2023-12-03 23:05:14.826 ; OK ; 23:05:13.369 ; 1 ; 1;
2023-12-03 23:05:04.621 ; 162 ; 78912466811 ; 2023-12-03 23:05:16.470 ; OK ; 23:05:09.881 ; 4 ; 6;
2023-12-03 23:04:56.318 ; 152 ; 78912466891 ; 2023-12-03 23:05:18.425 ; OK ; 23:05:01.608 ; 0 ; 16;
2023-12-03 23:04:38.641 ; 145 ; 78912466835 ; 2023-12-03 23:05:25.407 ; OK ; 23:04:43.649 ; 2 ; 41;
2023-12-03 23:05:50.603 ; 176 ; 78912466815 ; 2023-12-03 23:05:52.500 ; OK ; 23:05:50.604 ; 2 ; 1;
2023-12-03 23:05:51.220 ; 177 ; 78912466816 ; 2023-12-03 23:05:53.761 ; OK ; 23:05:52.500 ; 2 ; 1;
2023-12-03 23:05:51.719 ; 178 ; 78912466817 ; 2023-12-03 23:05:54.579 ; OK ; 23:05:53.761 ; 2 ; 0;
2023-12-03 23:05:49.477 ; 174 ; 78912466813 ; 2023-12-03 23:05:56.424 ; OK ; 23:05:49.477 ; 4 ; 6;
2023-12-03 23:05:57.5 ; 186 ; 78912466825 ; 2023-12-03 23:05:57.5 ; OVERLOAD ; - ; - ; -;
2023-12-03 23:05:57.531 ; 187 ; 78912466826 ; 2023-12-03 23:05:57.531 ; OVERLOAD ; - ; - ; -;
2023-12-03 23:05:58.767 ; 188 ; 78912466827 ; 2023-12-03 23:05:58.767 ; OVERLOAD ; - ; - ; -;
2023-12-03 23:05:59.460 ; 189 ; 78912466828 ; 2023-12-03 23:05:59.460 ; OVERLOAD ; - ; - ; -;
2023-12-03 23:05:54.902 ; 182 ; 78912466821 ; 2023-12-03 23:06:00.75 ; TIMEOUT ; - ; - ; -;
2023-12-03 23:05:54.373 ; 181 ; 78912466820 ; 2023-12-03 23:06:01.28 ; TIMEOUT ; - ; - ; -;
2023-12-03 23:05:55.857 ; 184 ; 78912466823 ; 2023-12-03 23:06:01.156 ; TIMEOUT ; - ; - ; -;
2023-12-03 23:05:56.484 ; 185 ; 78912466824 ; 2023-12-03 23:06:01.668 ; TIMEOUT ; - ; - ; -;
2023-12-03 23:05:55.382 ; 183 ; 78912466822 ; 2023-12-03 23:06:01.740 ; TIMEOUT ; - ; - ; -;
2023-12-03 23:06:00.247 ; 190 ; 78912466829 ; 2023-12-03 23:06:06.354 ; TIMEOUT ; - ; - ; -;
2023-12-03 23:05:52.343 ; 179 ; 78912466818 ; 2023-12-03 23:06:11.14 ; OK ; 23:05:54.580 ; 2 ; 16;
2023-12-03 23:05:48.483 ; 172 ; 78912466811 ; 2023-12-03 23:06:14.25 ; OK ; 23:05:48.483 ; 3 ; 25;
2023-12-03 23:05:49.949 ; 175 ; 78912466814 ; 2023-12-03 23:06:15.381 ; OK ; 23:05:49.949 ; 0 ; 25;
2023-12-03 23:05:48.994 ; 173 ; 78912466812 ; 2023-12-03 23:06:24.418 ; OK ; 23:05:48.994 ; 1 ; 35;
 
2023-12-04 00:25:43.262 ; 100 ; 78912466812 ; 2023-12-04 00:25:44.369 ; OK ; 00:25:43.263 ; 0 ; 1;
2023-12-04 00:25:44.506 ; 102 ; 78912466814 ; 2023-12-04 00:25:45.190 ; OK ; 00:25:44.506 ; 2 ; 0;
2023-12-04 00:25:45.16 ; 103 ; 78912466815 ; 2023-12-04 00:25:45.745 ; OK ; 00:25:45.16 ; 3 ; 0;
2023-12-04 00:25:46.160 ; 105 ; 78912466817 ; 2023-12-04 00:25:48.671 ; OK ; 00:25:46.160 ; 0 ; 2;
2023-12-04 00:25:43.940 ; 101 ; 78912466813 ; 2023-12-04 00:25:49.445 ; OK ; 00:25:43.940 ; 1 ; 5;
2023-12-04 00:25:47.670 ; 108 ; 78912466810 ; 2023-12-04 00:25:51.816 ; OK ; 00:25:48.671 ; 0 ; 3;
 
